pr_number,lines_of_code_changed,number_of_files_changed,labels,number_of_assignees,number_of_linked_issues,time_since_last_commit,issue_text,number_of_reviews_requested,number_of_milestones,dependency_changes,number_of_commits,test_coverage,repo,issue_text_wordiness,label_count,Issue Lifetime,day_of_week,weekday,Author PRs Opened,Open PRs at Open Date,Issues Closed in Last 2 Weeks,Issues Opened in Last 2 Weeks
158969,46,1,"['team-infra', 'd: docs/']",0,0,3278442.512918,this is workflow related issues none background and solution unassign inactive issue reminder change log language changelog english none chinese none,1,0,False,2,,6,188,4,1,6,0,16,7,59,57
158464,2,1,['engine'],0,0,3280105.156336,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs recently have been analyzing the ant design form component and became interested in its implementation while reviewing the code noticed some parts that did not fully comply with the project code conventions to address this made adjustments to ensure the code aligns with the standards code convention for antd change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english ensure code convention compliance by importing react chinese react,0,0,False,1,,6,69,1,1,6,0,0,7,59,56
159007,187,46,['tool'],0,0,3280383.492671,this pr contains the following updates package change age adoption passing confidence is ci age adoption passing confidence release notes details summary watson is ci is ci summary compare source add compare source update to details configuration schedule branch creation on sunday before in timezone utc automerge at any time no schedule defined automerge disabled by config please merge this manually once you are satisfied rebasing whenever pr becomes conflicted or you tick the rebase retry checkbox ignore close this pr and you won be reminded about this update again rebase check if you want to rebase retry this pr check this box this pr was generated by mend renovate view the repository job log renovate debug,1,0,False,3,,6,17,1,2,6,0,11,7,59,57
159011,1,1,['tool'],0,0,3282640.846341,refactor wave menu form check logic to resolve react conflict note this is not finally support react but resolve step by step zombiej fix dropdown cannot accept reactnode as coding ice fix carousel cannot display correctly in modal without icon fix select label overflow issue fix form not reset field validation zombiej fix pagination with setting not working zombiej improve korean locales for datepicker devleti export from antd speclad wave menu form react react zombiej dropdown reactnode coding ice carousel modal select form zombiej pagination zombiej datepicker devleti antd speclad,0,0,False,1,,6,2,1,1,5,0,106,9,57,57
158456,2,1,['engine'],0,0,3290907.675682,bumps softprops action gh release from to details summary release notes summary em sourced from href releases em blockquote what changed exciting new features ul li feat read the release assets asynchronously by href in href ul bug fixes ul li fix docs clarify the default for by href in href ul other changes ul li chore deps bump typescript from to by href in href li chore deps bump code types node code from to by href in href li chore deps bump cross spawn from to by href in href li chore deps bump code vercel ncc code from to by href in href li chore deps bump prettier from to by href in href li chore deps bump code types node code from to by href in href li chore deps bump prettier from to by href in href ul new contributors ul li href made their first contribution in href li href made their first contribution in href ul strong full changelog strong href blockquote details details summary changelog summary em sourced from href changelog em blockquote what changed exciting new features ul li feat read the release assets asynchronously by href in href ul bug fixes ul li fix docs clarify the default for by href in href ul other changes ul li chore deps bump typescript from to by href in href li chore deps bump code types node code from to by href in href li chore deps bump cross spawn from to by href in href li chore deps bump code vercel ncc code from to by href in href li chore deps bump prettier from to by href in href li chore deps bump code types node code from to by href in href li chore deps bump prettier from to by href in href ul what changed exciting new features ul li feat add support for release assets with multiple spaces within the name by href in href li feat preserve upload order by href in href ul other changes ul li chore deps bump code types node code from to by href in href ul ul li maintenance release with updated dependencies li ul other changes ul li chore deps bump prettier from to by href in href li chore deps bump code types node code from to by href in href li chore deps bump code octokit plugin throttling code from to by href in href li chore deps bump glob from to by href in href li refactor write jest config in ts by href in href li chore deps bump code actions github code from to by href in href ul bug fixes raw html omitted blockquote truncated details details summary commits summary ul li href code code release li li href code code feat read the release assets asynchronously href li href code code chore deps bump prettier from to href li href code code chore deps bump code types node code from to href li href code code chore deps bump prettier from to href li href code code chore deps bump code vercel ncc code from to href li href code code fix docs clarify the default for href li href code code chore deps bump cross spawn from to href li href code code chore deps bump code types node code from to href li href code code chore deps bump typescript from to href li see full diff in href compare view li ul details br dependabot compatibility score dependabot will resolve any conflicts with this pr as long as you don alter it yourself you can also trigger rebase manually by commenting dependabot automerge start dependabot automerge end details summary dependabot commands and options summary br you can trigger dependabot actions by commenting on this pr will rebase this pr will recreate this pr overwriting any edits that have been made to it will merge this pr after your ci passes on it will squash and merge this pr after your ci passes on it will cancel previously requested merge and block automerging will reopen this pr if it is closed will close this pr and stop dependabot recreating it you can achieve the same result by closing it manually will show all of the ignore conditions of the specified dependency will close this pr and stop dependabot creating any more for this major version unless you reopen the pr or upgrade to it yourself will close this pr and stop dependabot creating any more for this minor version unless you reopen the pr or upgrade to it yourself will close this pr and stop dependabot creating any more for this dependency unless you reopen the pr or upgrade to it yourself details,0,0,False,3,,6,95,1,3,2,1,14,12,56,57
158744,70,2,"['tool', 'cp: beta']",0,0,3292518.029628,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,0,0,False,2,,6,39,2,1,5,0,77,10,55,56
158453,2,1,['engine'],0,0,3298109.853027,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx fix background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs max width for the modal paragraph only applied when there is icon so the carousel width is normal when there is no icon no max width is set causing the carousel width very huge number issue img width alt image src max width is set when icon is there img width alt image src solution apply max width to modal paragraph img width alt image src change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english fix when no icon modal paragraph max width not applied chinese,0,0,False,1,,6,75,1,3,3,1,0,13,51,58
158443,2,1,['engine'],0,0,3316111.118991,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues background and solution this is useful for writing typed event handlers it also consistent with change log language changelog english export from chinese,0,0,False,1,,6,74,1,2,4,1,0,14,52,50
158438,4,2,['engine'],0,0,3335444.337668,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,0,0,False,3,,6,101,1,4,3,1,0,10,53,38
159034,15,2,"['framework', 'd: api docs', 'd: examples']",0,0,3440513.097467,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx fix background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english fix select label overflow chinese,0,0,False,1,,6,245,5,2,5,0,3,16,50,52
158418,2,1,['engine'],0,0,3443446.264618,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,0,0,False,1,,6,71,1,3,6,0,75,11,48,61
158414,4,2,['engine'],0,0,3465046.436487,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues release website see describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese release website,0,0,False,1,,6,83,1,3,1,1,21,10,49,57
158563,1,1,['c: flake'],0,0,3515109.354051,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs img width alt src change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,0,0,False,2,,6,35,1,4,4,1,105,9,47,59
158411,2,1,['engine'],0,0,3511847.49553,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chore merge master into feature chinese chore merge master into feature,0,0,False,3,,6,92,1,1,5,0,76,17,46,55
158407,2,1,['engine'],0,0,3519034.569092,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues fix background and solution there typo in the last pr this fixes it change log language changelog english fix typo in render description of table column chinese,0,0,False,1,,6,76,1,1,5,0,1,16,45,53
158405,2,1,['engine'],0,0,3519036.372837,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what background and solution update documentation of property for table column to reflect the fact here in rc table src interface ts change log language changelog english improve description of table column chinese,0,0,False,2,,6,82,1,1,5,0,0,15,44,51
158402,2,1,['engine'],0,0,3519037.570789,upgrade dependencies,0,0,False,3,,6,96,1,2,3,1,29,13,53,54
158565,1,1,"['c: tech-debt', 'c: flake']",0,0,3520619.681883,bug issue fix tabs padding pr add button tab add button padding button add english fix incorrect small size style of tabs component when chinese small,0,0,False,1,,6,35,2,3,5,0,12,11,59,63
159008,13,1,['d: docs/'],0,0,3523342.391932,this is test case component style improvement related issues close background solution outline before export after export change log language changelog english add accessibility test for collapse component demos br improve focus style for better keyboard navigation experience chinese collapse demo br,0,0,False,1,,6,6,3,3,4,1,10,8,56,57
159004,141,13,['tool'],0,0,3525554.638711,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues fix background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english fix form not reset field validation chinese form,1,0,False,1,,6,57,1,1,3,1,62,13,56,56
158994,341,5,"['framework', 'f: material design', 'd: api docs', 'd: examples']",0,0,3526419.07353,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues css format img width alt image src describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english format code chinese,0,0,False,5,,6,87,6,2,2,1,22,10,57,55
159006,16,1,['d: docs/'],0,0,3528013.481894,upgrade dependencies,0,0,False,1,,6,6,3,1,2,1,28,13,58,57
158398,2,1,"['engine', 'autosubmit']",0,0,3529181.820414,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs there were some missing translations in korean so added them change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english added korean translations in the datepicker component chinese,0,0,False,4,,6,106,3,2,2,1,0,13,59,57
158393,2,1,"['engine', 'autosubmit']",0,0,3534731.527609,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what,0,0,False,1,,6,85,3,1,2,1,60,10,59,55
158932,577,12,"['tool', 'a: desktop']",0,0,3535833.011394,upgrade dependencies,1,0,False,8,,6,194,2,2,0,1,27,10,57,57
158993,22,2,['revert of'],1,0,3539367.619846,transfer transfer ayangweb transfer item wwwhhhyran tooltip upload radio checkbox menu gnomeek tabs sider misc icon yumoimer misc cssinjs transfer fix the background overflow when transfer selects the last item on the current page ayangweb fix transfer toggle button being enabled when all items are disabled wwwhhhyran fix the arrow would be outside the container when the tooltip content was too small fix where clicking the radio or checkbox under upload would trigger the popup window twice fix menu icon alignment when using gnomeek fix incorrect styling of tabs component when fix insufficient trigger style priority in sider component in mode misc fix the icon styles were created repeatedly yumoimer misc inline styles refactored to cssinjs,0,0,False,1,,6,88,1,1,0,1,3,10,59,58
158967,22,2,[],0,0,3539433.673556,ref segmented segmented segmented focus antd outline export,1,0,False,2,,6,23,0,3,5,0,11,10,59,62
158970,2,1,[],0,0,3552473.750812,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues fix issues icon pr usereseticonstyle getresetstyles background and solution ant design cssinjs utils change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english fix the icon style is being created repeatedly chinese icon,0,0,False,1,,6,177,0,3,2,1,1,9,57,57
158378,2,1,[],0,0,3550693.770166,issue ref sider zero width sider zero width trigger zero width trigger sider trigger english fix sider zero width trigger styles not being applied correctly due to insufficient selector specificity chinese sider zero width,0,0,False,8,,6,149,0,3,5,0,13,12,57,64
158984,399,5,"['tool', 'a: desktop']",0,0,3552715.402592,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chore update antd contributors list chinese chore update antd contributors list,0,0,False,2,,6,125,2,3,4,1,73,9,58,59
158980,294,8,"['tool', 'a: desktop']",0,0,3557377.819585,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chore merge master into feature chinese chore merge master into feature,0,0,False,2,,6,139,2,1,4,1,74,10,59,61
158375,4,2,"['engine', 'autosubmit']",0,0,3559963.890479,upgrade dependencies,0,0,False,3,,6,101,3,2,4,1,26,10,58,60
158362,2,1,"['engine', 'autosubmit']",0,0,3598852.513102,this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues fix background and solution fix change log language changelog english fix transfer background overflow when the last item on the current page is selected chinese transfer,0,0,False,3,,6,94,3,3,2,1,0,8,57,59
158965,49,1,['tool'],0,0,3602215.970036,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english site fix site btn style error chinese site fix site btn style error,1,0,False,3,,6,2,1,2,3,1,72,11,56,54
158966,6,1,['tool'],0,0,3602432.988717,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,0,0,False,1,,6,27,1,2,4,1,103,11,57,57
157473,6,3,[],0,0,3605301.669438,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx fix background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs linkbutton linkbutton linkbutton prefetch js change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,0,0,False,3,,6,715,0,2,4,1,104,9,58,58
158354,2,1,"['engine', 'autosubmit']",0,0,3606442.117454,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues null background and solution the current documentation includes numerous external links that point to domains outside of the current doc site and they may replace the current page when clicked this behavior is unpredictable and can lead to developers losing their place in the document they are reading which significantly degrades the user experience the issue is exacerbated by slow internet connections where users are forced to wait for the new page to load blocking them from continuing to read the documentation to improve this situation we propose setting the most of external links to open in new tab this change ensures consistent interaction experience for users and allows them to continue reading the documentation while waiting for external pages to load it also prevents accidental loss of the current page enhancing overall usability change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english improve document and enhance user experience chinese,0,0,False,4,,6,109,3,2,3,1,0,10,54,55
153459,496,4,['tool'],0,0,3605841.484355,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs img width alt src eslint plugin react hooks change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,0,0,False,22,,6,182,1,1,4,1,102,10,55,56
158959,34,1,"['team-infra', 'd: docs/']",0,0,3608717.879697,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues fix background and solution transfer operation button not disabled when all the checked items are disabled issue change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english fix transfer switch button status when all items are disabled chinese transfer item,0,0,False,4,,6,199,4,4,1,1,0,10,53,60
158569,1,1,"['c: tech-debt', 'c: flake']",0,0,3613736.203021,bumps the dev dependencies group with updates dnd kit modifiers and dnd kit sortable updates from to details summary release notes summary em sourced from href releases em blockquote code dnd kit modifiers code href patch changes ul li updated dependencies href code code ul li code dnd kit core code href ul li ul blockquote details details summary changelog summary em sourced from href changelog em blockquote patch changes ul li updated dependencies href code code ul li code dnd kit core code href ul li ul blockquote details details summary commits summary ul li href code code version packages li li see full diff in href view li ul details br updates from to details summary release notes summary em sourced from href releases em blockquote code dnd kit sortable code href patch changes ul li updated dependencies href code code ul li code dnd kit core code href ul li ul blockquote details details summary changelog summary em sourced from href changelog em blockquote patch changes ul li updated dependencies href code code ul li code dnd kit core code href ul li ul blockquote details details summary commits summary ul li href code code version packages li li see full diff in href view li ul details br dependabot will resolve any conflicts with this pr as long as you don alter it yourself you can also trigger rebase manually by commenting dependabot automerge start dependabot automerge end details summary dependabot commands and options summary br you can trigger dependabot actions by commenting on this pr will rebase this pr will recreate this pr overwriting any edits that have been made to it will merge this pr after your ci passes on it will squash and merge this pr after your ci passes on it will cancel previously requested merge and block automerging will reopen this pr if it is closed will close this pr and stop dependabot recreating it you can achieve the same result by closing it manually will show all of the ignore conditions of the specified dependency will close this group update pr and stop dependabot creating any more for the specific dependency major version unless you unignore this specific dependency major version or upgrade to it yourself will close this group update pr and stop dependabot creating any more for the specific dependency minor version unless you unignore this specific dependency minor version or upgrade to it yourself will close this group update pr and stop dependabot creating any more for the specific dependency unless you unignore this specific dependency or upgrade to it yourself will remove all of the ignore conditions of the specified dependency will remove the ignore condition of the specified dependency and ignore conditions details,0,0,False,1,,6,22,2,2,3,1,13,10,53,54
158564,1,1,['c: flake'],0,0,3614343.638195,upgrade dependencies,0,0,False,2,,6,35,1,2,3,1,25,10,52,54
156947,2,1,['tool'],0,0,3615744.057965,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english site fix some eslint error chinese site fix some eslint error,0,0,False,5,,6,204,1,1,2,1,71,10,55,58
156181,263,22,"['platform-ios', 'tool']",0,0,3617158.742343,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues fix background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english fix tooltip with narrow content will cause arrow out of box chinese tooltip,0,0,False,11,,6,333,3,2,3,1,57,10,54,56
